Rank,NOC,Gold,Silver,Bronze,Total,Year,Events_Participated,NA,ER,HE,Score,Score_Lag1,Score_Lag2,AP,Mundlak_ER,Mundlak_NM,Const
16,Turkey,2,3,1,6,1964,0.0,0.0,0.0,0,13,15.0,7.0,22.0,0.0,10.944444444444445,1
21,Turkey,2,0,0,2,1968,0.0,0.0,0.0,0,6,13.0,15.0,28.0,0.0,10.944444444444445,1
33,Turkey,0,1,0,1,1972,0.0,0.0,0.0,0,2,6.0,13.0,19.0,0.0,10.944444444444445,1
40,Turkey,0,0,3,3,1984,0.0,0.0,0.0,0,3,2.0,6.0,8.0,0.0,10.944444444444445,1
27,Turkey,1,1,0,2,1988,0.0,0.0,0.0,0,5,3.0,2.0,5.0,0.0,10.944444444444445,1
23,Turkey,2,2,2,6,1992,0.0,0.0,0.0,0,12,5.0,3.0,8.0,0.0,10.944444444444445,1
19,Turkey,4,1,1,6,1996,0.0,0.0,0.0,0,15,12.0,5.0,17.0,0.0,10.944444444444445,1
26,Turkey,3,0,2,5,2000,0.0,0.0,0.0,0,11,15.0,12.0,27.0,0.0,10.944444444444445,1
22,Turkey,3,3,4,10,2004,0.0,0.0,0.0,0,19,11.0,15.0,26.0,0.0,10.944444444444445,1
42,Turkey,1,1,3,5,2008,0.0,0.0,0.0,0,8,19.0,11.0,30.0,0.0,10.944444444444445,1
46,Turkey,1,1,1,3,2012,0.0,0.0,0.0,0,6,8.0,19.0,27.0,0.0,10.944444444444445,1
41,Turkey,1,3,4,8,2016,0.0,0.0,0.0,0,13,6.0,8.0,14.0,0.0,10.944444444444445,1
35,Turkey,2,2,9,13,2020,0.0,0.0,0.0,0,19,13.0,6.0,19.0,0.0,10.944444444444445,1
64,Turkey,0,3,5,8,2024,0.0,0.0,0.0,0,11,19.0,13.0,32.0,0.0,10.944444444444445,1
77,Turkmenistan,0,1,0,1,2020,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,2.0,1
1,USA,11,7,2,20,1896,16.0,14.0,0.14953271028037382,0,49,0.0,0.0,0.0,0.36703377199045534,202.1851851851852,1
2,USA,19,14,15,48,1900,41.0,75.0,0.17372881355932204,0,100,49.0,0.0,49.0,0.36703377199045534,202.1851851851852,1
1,USA,76,78,77,231,1904,95.0,518.0,0.42410714285714285,0,461,100.0,49.0,149.0,0.36703377199045534,202.1851851851852,1
2,USA,23,12,12,47,1908,52.0,119.0,0.1947565543071161,0,105,461.0,100.0,561.0,0.36703377199045534,202.1851851851852,1
1,USA,26,19,19,64,1912,68.0,172.0,0.288135593220339,0,135,105.0,461.0,566.0,0.36703377199045534,202.1851851851852,1
1,USA,41,27,27,95,1920,113.0,285.0,0.31129476584022037,0,204,135.0,105.0,240.0,0.36703377199045534,202.1851851851852,1
1,USA,45,27,27,99,1924,108.0,297.0,0.3698630136986301,0,216,204.0,135.0,339.0,0.36703377199045534,202.1851851851852,1
1,USA,22,18,16,56,1928,96.0,277.0,0.38095238095238093,0,118,216.0,204.0,420.0,0.36703377199045534,202.1851851851852,1
2,USA,24,21,12,57,1936,127.0,352.0,0.4205298013245033,0,126,118.0,216.0,334.0,0.36703377199045534,202.1851851851852,1
1,USA,38,27,19,84,1948,126.0,289.0,0.40384615384615385,0,187,126.0,118.0,244.0,0.36703377199045534,202.1851851851852,1
1,USA,40,19,17,76,1952,133.0,279.0,0.39349112426035504,0,175,187.0,126.0,313.0,0.36703377199045534,202.1851851851852,1
2,USA,32,25,17,74,1956,144.0,300.0,0.42105263157894735,0,163,175.0,187.0,362.0,0.36703377199045534,202.1851851851852,1
1,USA,36,26,28,90,1964,159.0,344.0,0.4297297297297297,0,188,163.0,175.0,338.0,0.36703377199045534,202.1851851851852,1
1,USA,45,28,34,107,1968,167.0,355.0,0.4326424870466321,0,225,188.0,163.0,351.0,0.36703377199045534,202.1851851851852,1
2,USA,33,31,30,94,1972,185.0,397.0,0.4214123006833713,0,191,225.0,188.0,413.0,0.36703377199045534,202.1851851851852,1
3,USA,34,35,25,94,1976,189.0,391.0,0.42567567567567566,0,197,191.0,225.0,416.0,0.36703377199045534,202.1851851851852,1
1,USA,83,61,30,174,1984,217.0,519.0,0.4410569105691057,1,401,197.0,191.0,388.0,0.36703377199045534,202.1851851851852,1
3,USA,36,31,27,94,1988,230.0,526.0,0.4356060606060606,0,197,401.0,197.0,598.0,0.36703377199045534,202.1851851851852,1
2,USA,37,34,37,108,1992,248.0,540.0,0.4328097731239092,0,216,197.0,401.0,598.0,0.36703377199045534,202.1851851851852,1
1,USA,44,32,25,101,1996,263.0,647.0,0.43543046357615894,1,221,216.0,197.0,413.0,0.36703377199045534,202.1851851851852,1
1,USA,37,24,32,93,2000,265.0,586.0,0.39730134932533734,0,191,221.0,216.0,437.0,0.36703377199045534,202.1851851851852,1
1,USA,36,39,26,101,2004,254.0,533.0,0.3796711509715994,0,212,191.0,221.0,412.0,0.36703377199045534,202.1851851851852,1
2,USA,36,39,37,112,2008,258.0,587.0,0.3833580980683507,0,223,212.0,191.0,403.0,0.36703377199045534,202.1851851851852,1
1,USA,48,26,30,104,2012,245.0,529.0,0.3656716417910448,0,226,223.0,212.0,435.0,0.36703377199045534,202.1851851851852,1
1,USA,46,37,38,121,2016,245.0,555.0,0.3592375366568915,0,250,226.0,223.0,449.0,0.36703377199045534,202.1851851851852,1
1,USA,39,41,33,113,2020,245.0,633.0,0.3219448094612352,0,232,250.0,226.0,476.0,0.36703377199045534,202.1851851851852,1
1,USA,40,44,42,126,2024,234.0,619.0,0.3170731707317073,0,250,232.0,250.0,482.0,0.36703377199045534,202.1851851851852,1
36,Uganda,0,1,1,2,1968,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,4.0,1
24,Uganda,1,1,0,2,1972,0.0,0.0,0.0,0,5,3.0,0.0,3.0,0.0,4.0,1
32,Uganda,0,1,0,1,1980,0.0,0.0,0.0,0,2,5.0,3.0,8.0,0.0,4.0,1
71,Uganda,0,0,1,1,1996,0.0,0.0,0.0,0,1,2.0,5.0,7.0,0.0,4.0,1
50,Uganda,1,0,0,1,2012,0.0,0.0,0.0,0,3,1.0,2.0,3.0,0.0,4.0,1
36,Uganda,2,1,1,4,2020,0.0,0.0,0.0,0,9,3.0,1.0,4.0,0.0,4.0,1
55,Uganda,1,1,0,2,2024,0.0,0.0,0.0,0,5,9.0,3.0,12.0,0.0,4.0,1
9,Ukraine,9,2,12,23,1996,0.0,0.0,0.0,0,43,0.0,0.0,0.0,0.0,33.5,1
21,Ukraine,3,10,10,23,2000,0.0,0.0,0.0,0,39,43.0,0.0,43.0,0.0,33.5,1
13,Ukraine,8,5,9,22,2004,0.0,0.0,0.0,0,43,39.0,43.0,82.0,0.0,33.5,1
12,Ukraine,7,4,11,22,2008,0.0,0.0,0.0,0,40,43.0,39.0,82.0,0.0,33.5,1
15,Ukraine,5,4,10,19,2012,0.0,0.0,0.0,0,33,40.0,43.0,83.0,0.0,33.5,1
31,Ukraine,2,5,4,11,2016,0.0,0.0,0.0,0,20,33.0,40.0,73.0,0.0,33.5,1
44,Ukraine,1,6,12,19,2020,0.0,0.0,0.0,0,27,20.0,33.0,53.0,0.0,33.5,1
22,Ukraine,3,5,4,12,2024,0.0,0.0,0.0,0,23,27.0,20.0,47.0,0.0,33.5,1
58,Uzbekistan,0,1,1,2,1996,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,11.625,1
43,Uzbekistan,1,1,2,4,2000,0.0,0.0,0.0,0,7,3.0,0.0,3.0,0.0,11.625,1
35,Uzbekistan,2,1,2,5,2004,0.0,0.0,0.0,0,10,7.0,3.0,10.0,0.0,11.625,1
63,Uzbekistan,0,1,3,4,2008,0.0,0.0,0.0,0,5,10.0,7.0,17.0,0.0,11.625,1
76,Uzbekistan,0,0,3,3,2012,0.0,0.0,0.0,0,3,5.0,10.0,15.0,0.0,11.625,1
21,Uzbekistan,4,2,7,13,2016,0.0,0.0,0.0,0,23,3.0,5.0,8.0,0.0,11.625,1
32,Uzbekistan,3,0,2,5,2020,0.0,0.0,0.0,0,11,23.0,3.0,26.0,0.0,11.625,1
13,Uzbekistan,8,2,3,13,2024,0.0,0.0,0.0,0,31,11.0,23.0,34.0,0.0,11.625,1
40,Venezuela,0,0,1,1,1952,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,3.1,1
29,Venezuela,1,0,0,1,1968,0.0,0.0,0.0,0,3,1.0,0.0,1.0,0.0,3.1,1
34,Venezuela,0,1,0,1,1976,0.0,0.0,0.0,0,2,3.0,1.0,4.0,0.0,3.1,1
32,Venezuela,0,1,0,1,1980,0.0,0.0,0.0,0,2,2.0,3.0,5.0,0.0,3.1,1
40,Venezuela,0,0,3,3,1984,0.0,0.0,0.0,0,3,2.0,2.0,4.0,0.0,3.1,1
68,Venezuela,0,0,2,2,2004,0.0,0.0,0.0,0,2,3.0,2.0,5.0,0.0,3.1,1
82,Venezuela,0,0,1,1,2008,0.0,0.0,0.0,0,1,2.0,3.0,5.0,0.0,3.1,1
50,Venezuela,1,0,0,1,2012,0.0,0.0,0.0,0,3,1.0,2.0,3.0,0.0,3.1,1
62,Venezuela,0,2,1,3,2016,0.0,0.0,0.0,0,5,3.0,1.0,4.0,0.0,3.1,1
46,Venezuela,1,3,0,4,2020,0.0,0.0,0.0,0,9,5.0,3.0,8.0,0.0,3.1,1
43,Zambia,0,0,1,1,1984,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.3333333333333333,1
61,Zambia,0,1,0,1,1996,0.0,0.0,0.0,0,2,1.0,0.0,1.0,0.0,1.3333333333333333,1
84,Zambia,0,0,1,1,2024,0.0,0.0,0.0,0,1,2.0,1.0,3.0,0.0,1.3333333333333333,1
